,name,group,link,country,party,status,id
398,Antonio LÓPEZ-ISTÚRIZ WHITE,EPP,https://www.votewatch.eu/en/term8-antonio-lopez-isturiz-white-2.html,Spain,Partido Popular,Active,399
399,Sabine LÖSING,GUE-NGL,https://www.votewatch.eu/en/term8-sabine-losing-2.html,Germany,DIE LINKE.,Active,400
400,Isabella LÖVIN,Greens/EFA,https://www.votewatch.eu/en/term8-isabella-lovin-2.html,Sweden,Miljöpartiet de gröna,Inactive,401
401,Bernd LUCKE,ECR,https://www.votewatch.eu/en/term8-bernd-lucke-2.html,Germany,Liberal-Conservative Refomists,Active,402
402,Olle LUDVIGSSON,S&D,https://www.votewatch.eu/en/term8-olle-ludvigsson-2.html,Sweden,Arbetarepartiet- Socialdemokraterna,Active,403
403,Elżbieta Katarzyna ŁUKACIJEWSKA,EPP,https://www.votewatch.eu/en/term8-elzbieta-katarzyna-lukacijewska-2.html,Poland,Platforma Obywatelska,Active,404
404,Ulrike LUNACEK,Greens/EFA,https://www.votewatch.eu/en/term8-ulrike-lunacek-2.html,Austria,Die Grünen - Die Grüne Alternative,Inactive,405
405,Peter LUNDGREN,ECR,https://www.votewatch.eu/en/term8-peter-lundgren-2.html,Sweden,Sverigedemokraterna,Active,406
406,Krystyna ŁYBACKA,S&D,https://www.votewatch.eu/en/term8-krystyna-lybacka.html,Poland,Sojusz Lewicy Demokratycznej,Active,407
407,David McALLISTER,EPP,https://www.votewatch.eu/en/term8-david-mcallister-2.html,Germany,Christlich Demokratische Union Deutschlands,Active,408
408,Linda McAVAN,S&D,https://www.votewatch.eu/en/term8-linda-mcavan-2.html,United Kingdom,Labour Party,Active,409
409,Emma McCLARKIN,ECR,https://www.votewatch.eu/en/term8-emma-mcclarkin-2.html,United Kingdom,Conservative Party,Active,410
410,Mairead McGUINNESS,EPP,https://www.votewatch.eu/en/term8-mairead-mcguinness-2.html,Ireland,Fine Gael Party,Active,411
411,Petr MACH,EFDD,https://www.votewatch.eu/en/term8-petr-mach-2.html,Czech Republic,Strana svobodných občanů,Inactive,412
412,Anthea McINTYRE,ECR,https://www.votewatch.eu/en/term8-anthea-mcintyre-2.html,United Kingdom,Conservative Party,Active,413
413,Monica MACOVEI,ECR,https://www.votewatch.eu/en/term8-monica-macovei.html,Romania,Independent,Active,414
414,Vicky MAEIJER,ENF,https://www.votewatch.eu/en/term8-vicky-maeijer-2.html,Netherlands,Partij voor de Vrijheid,Inactive,415
415,Ivana MALETIĆ,EPP,https://www.votewatch.eu/en/term8-ivana-maletic-2.html,Croatia,Hrvatska demokratska zajednica,Active,416
416,Svetoslav Hristov MALINOV,EPP,https://www.votewatch.eu/en/term8-svetoslav-hristov-malinov-2.html,Bulgaria,Democrats for Strong Bulgaria,Active,417
417,Curzio MALTESE,GUE-NGL,https://www.votewatch.eu/en/term8-curzio-maltese-2.html,Italy,Lista Tsipras-L'Altra Europa,Active,418
418,Andrejs MAMIKINS,S&D,https://www.votewatch.eu/en/term8-andrejs-mamikins-2.html,Latvia,"""Saskaņa"" sociāldemokrātiskā partija",Active,419
419,Ramona Nicole MĂNESCU,EPP,https://www.votewatch.eu/en/term8-ramona-nicole-manescu-2.html,Romania,-,Active,420
420,Vladimír MAŇKA,S&D,https://www.votewatch.eu/en/term8-vladimir-manka-2.html,Slovakia,SMER-Sociálna demokracia,Active,421
421,Thomas MANN,EPP,https://www.votewatch.eu/en/term8-thomas-mann-2.html,Germany,Christlich Demokratische Union Deutschlands,Active,422
422,Louis-Joseph MANSCOUR,S&D,https://www.votewatch.eu/en/term8-louis-joseph-manscour-2.html,France,Parti Socialiste,Active,423
423,Ernest MARAGALL,Greens/EFA,https://www.votewatch.eu/en/term8-ernest-maragall-2.html,Spain,Nova Esquerra Catalana,Inactive,424
424,Notis MARIAS,ECR,https://www.votewatch.eu/en/term8-notis-marias-2.html,Greece,Greece-The Alternative Road,Active,425
425,Marian-Jean MARINESCU,EPP,https://www.votewatch.eu/en/term8-marian-jean-marinescu-2.html,Romania,Partidul Naţional Liberal,Active,426
426,António MARINHO E PINTO,ALDE/ADLE,https://www.votewatch.eu/en/term8-antonio-marinho-e-pinto-2.html,Portugal,Partido Democrático Republicano,Active,427
427,David MARTIN,S&D,https://www.votewatch.eu/en/term8-david-martin-2.html,United Kingdom,Labour Party,Active,428
428,Dominique MARTIN,ENF,https://www.votewatch.eu/en/term8-dominique-martin-2.html,France,Rassemblement national,Active,429
429,Edouard MARTIN,S&D,https://www.votewatch.eu/en/term8-edouard-martin-2.html,France,Parti Socialiste,Active,430
430,Fulvio MARTUSCIELLO,EPP,https://www.votewatch.eu/en/term8-fulvio-martusciello-2.html,Italy,Forza Italia,Active,431
431,Michał MARUSIK,ENF,https://www.votewatch.eu/en/term8-michal-marusik-2.html,Poland,Kongres Nowej Prawicy,Active,432
432,Jiří MAŠTÁLKA,GUE-NGL,https://www.votewatch.eu/en/term8-jiri-mastalka-2.html,Czech Republic,Komunistická strana Čech a Moravy,Active,433
433,Barbara MATERA,EPP,https://www.votewatch.eu/en/term8-barbara-matera-2.html,Italy,Forza Italia,Active,434
434,Marisa MATIAS,GUE-NGL,https://www.votewatch.eu/en/term8-marisa-matias-2.html,Portugal,Bloco de Esquerda,Active,435
435,Gabriel MATO,EPP,https://www.votewatch.eu/en/term8-gabriel-mato.html,Spain,Partido Popular,Active,436
436,Fernando MAURA BARANDIARÁN,ALDE/ADLE,https://www.votewatch.eu/en/term8-fernando-maura-barandiaran-2.html,Spain,Delegación Ciudadanos Europeos,Inactive,437
437,Emmanuel MAUREL,GUE-NGL,https://www.votewatch.eu/en/term8-emmanuel-maurel-2.html,France,Parti Socialiste,Active,438
438,Costas MAVRIDES,S&D,https://www.votewatch.eu/en/term8-costas-mavrides-2.html,Cyprus,Democratic Party,Active,439
439,Georg MAYER,ENF,https://www.votewatch.eu/en/term8-georg-mayer-2.html,Austria,Freiheitliche Partei Österreichs,Active,440
440,Valentinas MAZURONIS,ALDE/ADLE,https://www.votewatch.eu/en/term8-valentinas-mazuronis-2.html,Lithuania,Independent,Active,441
441,Gesine MEISSNER,ALDE/ADLE,https://www.votewatch.eu/en/term8-gesine-meissner-2.html,Germany,Freie Demokratische Partei,Active,442
442,Jean-Luc MÉLENCHON,GUE-NGL,https://www.votewatch.eu/en/term8-jean-luc-melenchon-2.html,France,Front de Gauche,Inactive,443
443,Joëlle MÉLIN,ENF,https://www.votewatch.eu/en/term8-joelle-melin-2.html,France,Rassemblement national,Active,444
444,Susanne MELIOR,S&D,https://www.votewatch.eu/en/term8-susanne-melior-2.html,Germany,Sozialdemokratische Partei Deutschlands,Active,445
445,Nuno MELO,EPP,https://www.votewatch.eu/en/term8-nuno-melo-2.html,Portugal,Partido Popular,Active,446
446,Morten MESSERSCHMIDT,ECR,https://www.votewatch.eu/en/term8-morten-messerschmidt-2.html,Denmark,Dansk Folkeparti,Active,447
447,Tamás MESZERICS,Greens/EFA,https://www.votewatch.eu/en/term8-tamas-meszerics-2.html,Hungary,Lehet Más A Politika,Active,448
448,Roberta METSOLA,EPP,https://www.votewatch.eu/en/term8-roberta-metsola-2.html,Malta,Partit Nazzjonalista,Active,449
449,Louis MICHEL,ALDE/ADLE,https://www.votewatch.eu/en/term8-louis-michel-2.html,Belgium,Mouvement Réformateur,Active,450
450,Martina MICHELS,GUE-NGL,https://www.votewatch.eu/en/term8-martina-michels-2.html,Germany,DIE LINKE.,Active,451
451,Iskra MIHAYLOVA,ALDE/ADLE,https://www.votewatch.eu/en/term8-iskra-mihaylova-2.html,Bulgaria,Movement for Rights and Freedoms,Active,452
452,Miroslav MIKOLÁŠIK,EPP,https://www.votewatch.eu/en/term8-miroslav-mikolasik-2.html,Slovakia,Kresťanskodemokratické hnutie,Active,453
453,Francisco José MILLÁN MON,EPP,https://www.votewatch.eu/en/term8-francisco-jose-millan-mon-2.html,Spain,Partido Popular,Active,454
454,Matthijs van MILTENBURG,ALDE/ADLE,https://www.votewatch.eu/en/term8-matthijs-van-miltenburg-2.html,Netherlands,Democraten 66,Active,455
455,Anne-Marie MINEUR,GUE-NGL,https://www.votewatch.eu/en/term8-anne-marie-mineur-2.html,Netherlands,Socialistische Partij,Active,456
456,Marlene MIZZI,S&D,https://www.votewatch.eu/en/term8-marlene-mizzi-2.html,Malta,Partit Laburista,Active,457
457,Angelika MLINAR,ALDE/ADLE,https://www.votewatch.eu/en/term8-angelika-mlinar-2.html,Austria,NEOS – Das Neue Österreich,Active,458
458,Giulia MOI,EFDD,https://www.votewatch.eu/en/term8-giulia-moi-2.html,Italy,Independent,Active,459
459,Sorin MOISĂ,EPP,https://www.votewatch.eu/en/term8-sorin-moisa.html,Romania,Independent,Active,460
460,Csaba MOLNÁR,S&D,https://www.votewatch.eu/en/term8-csaba-molnar-2.html,Hungary,Demokratikus Koalíció,Active,461
461,Bernard MONOT,EFDD,https://www.votewatch.eu/en/term8-bernard-monot-2.html,France,Debout la France,Active,462
462,Cláudia MONTEIRO DE AGUIAR,EPP,https://www.votewatch.eu/en/term8-claudia-monteiro-de-aguiar-2.html,Portugal,Partido Social Democrata,Active,463
463,Sophie MONTEL,NI,https://www.votewatch.eu/en/term8-sophie-montel-2.html,France,Indépendant,Active,464
464,Clare MOODY,S&D,https://www.votewatch.eu/en/term8-clare-moody-2.html,United Kingdom,Labour Party,Active,465
465,Claude MORAES,S&D,https://www.votewatch.eu/en/term8-claude-moraes-2.html,United Kingdom,Labour Party,Active,466
466,Nadine MORANO,EPP,https://www.votewatch.eu/en/term8-nadine-morano-2.html,France,Les Républicains,Active,467
467,Alessandra MORETTI,S&D,https://www.votewatch.eu/en/term8-alessandra-moretti-2.html,Italy,Partito Democratico,Inactive,468
468,Luigi MORGANO,S&D,https://www.votewatch.eu/en/term8-luigi-morgano-2.html,Italy,Partito Democratico,Active,469
469,Elisabeth MORIN-CHARTIER,EPP,https://www.votewatch.eu/en/term8-elisabeth-morin-chartier-2.html,France,Indépendant,Active,470
470,Krisztina MORVAI,NI,https://www.votewatch.eu/en/term8-krisztina-morvai-2.html,Hungary,-,Active,471
471,Alessia Maria MOSCA,S&D,https://www.votewatch.eu/en/term8-alessia-maria-mosca-2.html,Italy,Partito Democratico,Active,472
472,Ulrike MÜLLER,ALDE/ADLE,https://www.votewatch.eu/en/term8-ulrike-muller-2.html,Germany,Freie Wähler,Active,473
473,Siegfried MUREŞAN,EPP,https://www.votewatch.eu/en/term8-siegfried-muresan.html,Romania,Partidul Naţional Liberal,Active,474
474,Renaud MUSELIER,EPP,https://www.votewatch.eu/en/term8-renaud-muselier-2.html,France,Les Républicains,Active,475
475,Alessandra MUSSOLINI,EPP,https://www.votewatch.eu/en/term8-alessandra-mussolini-2.html,Italy,Independent,Active,476
476,József NAGY,EPP,https://www.votewatch.eu/en/term8-jozsef-nagy-2.html,Slovakia,MOST - HÍD,Active,477
477,Javier NART,ALDE/ADLE,https://www.votewatch.eu/en/term8-javier-nart-2.html,Spain,Ciudadanos – Partido de la Ciudadanía,Active,478
478,Victor NEGRESCU,S&D,https://www.votewatch.eu/en/term8-victor-negrescu-2.html,Romania,Partidul Social Democrat + Partidul Conservator,Inactive,479
479,Momchil NEKOV,S&D,https://www.votewatch.eu/en/term8-momchil-nekov-2.html,Bulgaria,Bulgarian Socialist Party,Active,480
480,Norbert NEUSER,S&D,https://www.votewatch.eu/en/term8-norbert-neuser-2.html,Germany,Sozialdemokratische Partei Deutschlands,Active,481
481,Annemie NEYTS-UYTTEBROECK,ALDE/ADLE,https://www.votewatch.eu/en/term8-annemie-neyts-uyttebroeck-2.html,Belgium,Open Vlaamse Liberalen en Democraten,Inactive,482
482,Dan NICA,S&D,https://www.votewatch.eu/en/term8-dan-nica-2.html,Romania,Partidul Social Democrat,Active,483
483,James NICHOLSON,ECR,https://www.votewatch.eu/en/term8-james-nicholson-2.html,United Kingdom,Ulster Unionist Party,Active,484
484,Norica NICOLAI,ALDE/ADLE,https://www.votewatch.eu/en/term8-norica-nicolai-2.html,Romania,ALDE Romania,Active,485
485,Angelika NIEBLER,EPP,https://www.votewatch.eu/en/term8-angelika-niebler-2.html,Germany,Christlich-Soziale Union in Bayern e.V.,Active,486
486,Luděk NIEDERMAYER,EPP,https://www.votewatch.eu/en/term8-ludek-niedermayer-2.html,Czech Republic,TOP 09 a Starostové,Active,487
487,Péter NIEDERMÜLLER,S&D,https://www.votewatch.eu/en/term8-peter-niedermuller-2.html,Hungary,Demokratikus Koalíció,Active,488
488,Cora van NIEUWENHUIZEN,ALDE/ADLE,https://www.votewatch.eu/en/term8-cora-van-nieuwenhuizen-2.html,Netherlands,Volkspartij voor Vrijheid en Democratie,Inactive,489
489,Jens NILSSON,S&D,https://www.votewatch.eu/en/term8-jens-nilsson-2.html,Sweden,Arbetarepartiet- Socialdemokraterna,Inactive,490
490,Liadh NÍ RIADA,GUE-NGL,https://www.votewatch.eu/en/term8-liadh-ni-riada-2.html,Ireland,Sinn Féin,Active,491
491,Lambert van NISTELROOIJ,EPP,https://www.votewatch.eu/en/term8-lambert-van-nistelrooij-2.html,Netherlands,Christen Democratisch Appèl,Active,492
492,Maria NOICHL,S&D,https://www.votewatch.eu/en/term8-maria-noichl-2.html,Germany,Sozialdemokratische Partei Deutschlands,Active,493
493,Paul NUTTALL,EFDD,https://www.votewatch.eu/en/term8-paul-nuttall-2.html,United Kingdom,The Brexit Party,Active,494
494,Franz OBERMAYR,ENF,https://www.votewatch.eu/en/term8-franz-obermayr-2.html,Austria,Freiheitliche Partei Österreichs,Active,495
495,Patrick O'FLYNN,EFDD,https://www.votewatch.eu/en/term8-patrick-o-flynn-2.html,United Kingdom,Social Democratic Party,Active,496
496,Jan OLBRYCHT,EPP,https://www.votewatch.eu/en/term8-jan-olbrycht.html,Poland,Platforma Obywatelska,Active,497
497,Younous OMARJEE,GUE-NGL,https://www.votewatch.eu/en/term8-younous-omarjee-2.html,France,L'union pour les Outremer,Active,498
498,Stanisław OŻÓG,ECR,https://www.votewatch.eu/en/term8-stanislaw-ozog-2.html,Poland,Prawo i Sprawiedliwość,Active,499
499,Artis PABRIKS,EPP,https://www.votewatch.eu/en/term8-artis-pabriks-2.html,Latvia,Independent,Inactive,500
500,Maite PAGAZAURTUNDÚA RUIZ,ALDE/ADLE,https://www.votewatch.eu/en/term8-maite-pagazaurtundua-ruiz.html,Spain,"Unión, Progreso y Democracia",Active,501
501,Rolandas PAKSAS,EFDD,https://www.votewatch.eu/en/term8-rolandas-paksas-2.html,Lithuania,Partija Tvarka ir teisingumas,Active,502
502,Pier Antonio PANZERI,S&D,https://www.votewatch.eu/en/term8-pier-antonio-panzeri-2.html,Italy,Articolo UNO – Movimento Democratico e Progressista,Active,503
503,Massimo PAOLUCCI,S&D,https://www.votewatch.eu/en/term8-massimo-paolucci-2.html,Italy,Articolo UNO – Movimento Democratico e Progressista,Active,504
504,Demetris PAPADAKIS,S&D,https://www.votewatch.eu/en/term8-demetris-papadakis-2.html,Cyprus,Movement for Social Democracy EDEK,Active,505
505,Konstantinos PAPADAKIS,NI,https://www.votewatch.eu/en/term8-konstantinos-papadakis-2.html,Greece,Communist Party of Greece,Active,506
506,Dimitrios PAPADIMOULIS,GUE-NGL,https://www.votewatch.eu/en/term8-dimitrios-papadimoulis-2.html,Greece,Coalition of the Radical Left,Active,507
507,Gilles PARGNEAUX,S&D,https://www.votewatch.eu/en/term8-gilles-pargneaux-2.html,France,Parti Socialiste,Active,508
508,Margot PARKER,EFDD,https://www.votewatch.eu/en/term8-margot-parker-2.html,United Kingdom,United Kingdom Independence Party,Active,509
509,Ioan Mircea PAŞCU,S&D,https://www.votewatch.eu/en/term8-ioan-mircea-pascu-2.html,Romania,Partidul Social Democrat,Active,510
510,Aldo PATRICIELLO,EPP,https://www.votewatch.eu/en/term8-aldo-patriciello-2.html,Italy,Forza Italia,Active,511
511,Marit PAULSEN,ALDE/ADLE,https://www.votewatch.eu/en/term8-marit-paulsen-2.html,Sweden,Liberalerna,Inactive,512
512,Eva MAYDELL,EPP,https://www.votewatch.eu/en/term8-eva-maydell.html,Bulgaria,Citizens for European Development of Bulgaria,Active,513
513,Piernicola PEDICINI,EFDD,https://www.votewatch.eu/en/term8-piernicola-pedicini-2.html,Italy,Movimento 5 Stelle,Active,514
514,Vincent PEILLON,S&D,https://www.votewatch.eu/en/term8-vincent-peillon-2.html,France,Parti Socialiste,Active,515
515,Alojz PETERLE,EPP,https://www.votewatch.eu/en/term8-alojz-peterle-2.html,Slovenia,Nova Slovenija – Krščanski demokrati,Active,516
516,Morten Helveg PETERSEN,ALDE/ADLE,https://www.votewatch.eu/en/term8-morten-helveg-petersen-2.html,Denmark,Det Radikale Venstre,Active,517
517,Marijana PETIR,EPP,https://www.votewatch.eu/en/term8-marijana-petir-2.html,Croatia,Independent,Active,518
518,Florian PHILIPPOT,EFDD,https://www.votewatch.eu/en/term8-florian-philippot-2.html,France,Les Patriotes,Active,519
519,Pina PICIERNO,S&D,https://www.votewatch.eu/en/term8-pina-picierno.html,Italy,Partito Democratico,Active,520
520,Tonino PICULA,S&D,https://www.votewatch.eu/en/term8-tonino-picula-2.html,Croatia,Socijaldemokratska partija Hrvatske,Active,521
521,Bolesław G. PIECHA,ECR,https://www.votewatch.eu/en/term8-boleslaw-g-piecha.html,Poland,Prawo i Sprawiedliwość,Active,522
522,Markus PIEPER,EPP,https://www.votewatch.eu/en/term8-markus-pieper-2.html,Germany,Christlich Demokratische Union Deutschlands,Active,523
523,Sirpa PIETIKÄINEN,EPP,https://www.votewatch.eu/en/term8-sirpa-pietikainen-2.html,Finland,Kansallinen Kokoomus,Active,524
524,Mirosław PIOTROWSKI,ECR,https://www.votewatch.eu/en/term8-miroslaw-piotrowski-2.html,Poland,Niezależny,Active,525
525,Kati PIRI,S&D,https://www.votewatch.eu/en/term8-kati-piri-2.html,Netherlands,Partij van de Arbeid,Active,526
526,Georgi PIRINSKI,S&D,https://www.votewatch.eu/en/term8-georgi-pirinski-2.html,Bulgaria,Bulgarian Socialist Party,Active,527
527,Julia PITERA,EPP,https://www.votewatch.eu/en/term8-julia-pitera-2.html,Poland,Platforma Obywatelska,Active,528
528,Gianni PITTELLA,S&D,https://www.votewatch.eu/en/term8-gianni-pittella-2.html,Italy,Partito Democratico,Inactive,529
529,Andrej PLENKOVIĆ,EPP,https://www.votewatch.eu/en/term8-andrej-plenkovic-2.html,Croatia,Hrvatska demokratska zajednica,Inactive,530
530,Marek PLURA,EPP,https://www.votewatch.eu/en/term8-marek-plura.html,Poland,Platforma Obywatelska,Active,531
531,Pavel POC,S&D,https://www.votewatch.eu/en/term8-pavel-poc-2.html,Czech Republic,Česká strana sociálně demokratická,Active,532
532,Miroslav POCHE,S&D,https://www.votewatch.eu/en/term8-miroslav-poche-2.html,Czech Republic,Česká strana sociálně demokratická,Active,533
533,Salvatore Domenico POGLIESE,EPP,https://www.votewatch.eu/en/term8-salvatore-domenico-pogliese-2.html,Italy,Forza Italia,Inactive,534
534,Stanislav POLČÁK,EPP,https://www.votewatch.eu/en/term8-stanislav-polcak-2.html,Czech Republic,Starostové a nezávisli,Active,535
535,Maurice PONGA,EPP,https://www.votewatch.eu/en/term8-maurice-ponga-2.html,France,Les Républicains,Active,536
536,Tomasz Piotr PORĘBA,ECR,https://www.votewatch.eu/en/term8-tomasz-piotr-poreba-2.html,Poland,Prawo i Sprawiedliwość,Active,537
537,Jiří POSPÍŠIL,EPP,https://www.votewatch.eu/en/term8-jiri-pospisil-2.html,Czech Republic,TOP 09 a Starostové,Active,538
538,Soraya POST,S&D,https://www.votewatch.eu/en/term8-soraya-post-2.html,Sweden,Feministiskt initiativ,Active,539
539,Cristian Dan PREDA,EPP,https://www.votewatch.eu/en/term8-cristian-dan-preda.html,Romania,"Partidul Libertate, Unitate și Solidaritate",Active,540
540,Marcus PRETZELL,ENF,https://www.votewatch.eu/en/term8-marcus-pretzell.html,Germany,Die blaue Partei,Active,541
541,Gabriele PREUSS,S&D,https://www.votewatch.eu/en/term8-gabriele-preuss.html,Germany,Sozialdemokratische Partei Deutschlands,Active,542
542,Franck PROUST,EPP,https://www.votewatch.eu/en/term8-franck-proust.html,France,Les Républicains,Active,543
543,Godelieve QUISTHOUDT-ROWOHL,EPP,https://www.votewatch.eu/en/term8-godelieve-quisthoudt-rowohl.html,Germany,Christlich Demokratische Union Deutschlands,Active,544
544,Emil RADEV,EPP,https://www.votewatch.eu/en/term8-emil-radev.html,Bulgaria,Citizens for European Development of Bulgaria,Active,545
545,Jozo RADOŠ,ALDE/ADLE,https://www.votewatch.eu/en/term8-jozo-rados.html,Croatia,Građansko-liberalni savez,Active,546
546,Paulo RANGEL,EPP,https://www.votewatch.eu/en/term8-paulo-rangel.html,Portugal,Partido Social Democrata,Active,547
547,Miloslav RANSDORF,GUE-NGL,https://www.votewatch.eu/en/term8-miloslav-ransdorf.html,Czech Republic,Komunistická strana Čech a Moravy,Inactive,548
548,Laurenţiu REBEGA,ECR,https://www.votewatch.eu/en/term8-laurentiu-rebega.html,Romania,PRO Romania,Active,549
549,Julia REDA,Greens/EFA,https://www.votewatch.eu/en/term8-julia-reda.html,Germany,Piratenpartei Deutschland,Active,550
550,Viviane REDING,EPP,https://www.votewatch.eu/en/term8-viviane-reding.html,Luxembourg,Parti chrétien social luxembourgeois,Inactive,551
551,Evelyn REGNER,S&D,https://www.votewatch.eu/en/term8-evelyn-regner.html,Austria,Sozialdemokratische Partei Österreichs,Active,552
552,Olli REHN,ALDE/ADLE,https://www.votewatch.eu/en/term8-olli-rehn.html,Finland,Suomen Keskusta,Inactive,553
553,Julia REID,EFDD,https://www.votewatch.eu/en/term8-julia-reid.html,United Kingdom,The Brexit Party,Active,554
554,Michel REIMON,Greens/EFA,https://www.votewatch.eu/en/term8-michel-reimon.html,Austria,Die Grünen - Die Grüne Alternative,Active,555
555,Terry REINTKE,Greens/EFA,https://www.votewatch.eu/en/term8-terry-reintke.html,Germany,Bündnis 90/Die Grünen,Active,556
556,Herbert REUL,EPP,https://www.votewatch.eu/en/term8-herbert-reul.html,Germany,Christlich Demokratische Union Deutschlands,Inactive,557
557,Christine REVAULT D'ALLONNES BONNEFOY,S&D,https://www.votewatch.eu/en/term8-christine-revault-d-allonnes-bonnefoy.html,France,Parti Socialiste,Active,558
558,Sofia RIBEIRO,EPP,https://www.votewatch.eu/en/term8-sofia-ribeiro.html,Portugal,Partido Social Democrata,Active,559
559,Frédérique RIES,ALDE/ADLE,https://www.votewatch.eu/en/term8-frederique-ries.html,Belgium,Mouvement Réformateur,Active,560
560,Dominique RIQUET,ALDE/ADLE,https://www.votewatch.eu/en/term8-dominique-riquet.html,France,Mouvement Radical Social-Libéral,Active,561
561,Michèle RIVASI,Greens/EFA,https://www.votewatch.eu/en/term8-michele-rivasi.html,France,Europe Écologie,Active,562
562,Robert ROCHEFORT,ALDE/ADLE,https://www.votewatch.eu/en/term8-robert-rochefort.html,France,Mouvement Démocrate,Active,563
563,Liliana RODRIGUES,S&D,https://www.votewatch.eu/en/term8-liliana-rodrigues.html,Portugal,Partido Socialista,Active,564
564,Maria João RODRIGUES,S&D,https://www.votewatch.eu/en/term8-maria-joao-rodrigues.html,Portugal,Partido Socialista,Active,565
565,Inmaculada RODRÍGUEZ-PIÑERO FERNÁNDEZ,S&D,https://www.votewatch.eu/en/term8-inmaculada-rodriguez-pinero-fernandez.html,Spain,Partido Socialista Obrero Español,Active,566
566,Teresa RODRIGUEZ-RUBIO,GUE-NGL,https://www.votewatch.eu/en/term8-teresa-rodriguez-rubio.html,Spain,PODEMOS,Inactive,567
567,Ulrike RODUST,S&D,https://www.votewatch.eu/en/term8-ulrike-rodust.html,Germany,Sozialdemokratische Partei Deutschlands,Active,568
568,Jens ROHDE,ALDE/ADLE,https://www.votewatch.eu/en/term8-jens-rohde.html,Denmark,Det Radikale Venstre,Active,569
569,Claude ROLIN,EPP,https://www.votewatch.eu/en/term8-claude-rolin.html,Belgium,Centre Démocrate Humaniste,Active,570
570,Bronis ROPĖ,Greens/EFA,https://www.votewatch.eu/en/term8-bronis-rope.html,Lithuania,Lietuvos valstiečių ir žaliųjų sąjunga,Active,571
571,Dariusz ROSATI,EPP,https://www.votewatch.eu/en/term8-dariusz-rosati.html,Poland,Platforma Obywatelska,Active,572
572,Virginie ROZIÈRE,S&D,https://www.votewatch.eu/en/term8-virginie-roziere.html,France,Les radicaux de Gauche,Active,573
573,Fernando RUAS,EPP,https://www.votewatch.eu/en/term8-fernando-ruas.html,Portugal,Partido Social Democrata,Active,574
574,Paul RÜBIG,EPP,https://www.votewatch.eu/en/term8-paul-rubig.html,Austria,Österreichische Volkspartei,Active,575
575,Tokia SAÏFI,EPP,https://www.votewatch.eu/en/term8-tokia-saifi.html,France,Agir - La Droite constructive,Active,576
576,Sofia SAKORAFA,GUE-NGL,https://www.votewatch.eu/en/term8-sofia-sakorafa.html,Greece,MeRA25,Active,577
577,Massimiliano SALINI,EPP,https://www.votewatch.eu/en/term8-massimiliano-salini.html,Italy,Forza Italia,Active,578
578,Matteo SALVINI,ENF,https://www.votewatch.eu/en/term8-matteo-salvini-2.html,Italy,Lega Nord,Inactive,579
579,Lola SÁNCHEZ CALDENTEY,GUE-NGL,https://www.votewatch.eu/en/term8-lola-sanchez-caldentey-2.html,Spain,PODEMOS,Active,580
580,Anne SANDER,EPP,https://www.votewatch.eu/en/term8-anne-sander-2.html,France,Les Républicains,Active,581
581,Alfred SANT,S&D,https://www.votewatch.eu/en/term8-alfred-sant-2.html,Malta,Partit Laburista,Active,582
582,Daciana Octavia SÂRBU,S&D,https://www.votewatch.eu/en/term8-daciana-octavia-sarbu-2.html,Romania,PRO Romania,Active,583
583,Judith SARGENTINI,Greens/EFA,https://www.votewatch.eu/en/term8-judith-sargentini-2.html,Netherlands,GroenLinks,Active,584
584,Petri SARVAMAA,EPP,https://www.votewatch.eu/en/term8-petri-sarvamaa-2.html,Finland,Kansallinen Kokoomus,Active,585
585,Jacek SARYUSZ-WOLSKI,NI,https://www.votewatch.eu/en/term8-jacek-saryusz-wolski-2.html,Poland,Bezpartyjny,Active,586
586,David-Maria SASSOLI,S&D,https://www.votewatch.eu/en/term8-david-maria-sassoli-2.html,Italy,Partito Democratico,Active,587
587,Algirdas SAUDARGAS,EPP,https://www.votewatch.eu/en/term8-algirdas-saudargas-2.html,Lithuania,Tėvynės sąjunga-Lietuvos krikščionys demokratai,Active,588
588,Marietje SCHAAKE,ALDE/ADLE,https://www.votewatch.eu/en/term8-marietje-schaake-2.html,Netherlands,Democraten 66,Active,589
589,Jean-Luc SCHAFFHAUSER,ENF,https://www.votewatch.eu/en/term8-jean-luc-schaffhauser-2.html,France,Rassemblement bleu Marine,Active,590
590,Christel SCHALDEMOSE,S&D,https://www.votewatch.eu/en/term8-christel-schaldemose-2.html,Denmark,Socialdemokratiet,Active,591
591,Elly SCHLEIN,S&D,https://www.votewatch.eu/en/term8-elly-schlein.html,Italy,-,Active,592
592,Claudia SCHMIDT,EPP,https://www.votewatch.eu/en/term8-claudia-schmidt-2.html,Austria,Österreichische Volkspartei,Active,593
593,Helmut SCHOLZ,GUE-NGL,https://www.votewatch.eu/en/term8-helmut-scholz-2.html,Germany,DIE LINKE.,Active,594
594,György SCHÖPFLIN,EPP,https://www.votewatch.eu/en/term8-gyorgy-schopflin-2.html,Hungary,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,Active,595
595,Annie SCHREIJER-PIERIK,EPP,https://www.votewatch.eu/en/term8-annie-schreijer-pierik-2.html,Netherlands,Christen Democratisch Appèl,Active,596
596,Martin SCHULZ,S&D,https://www.votewatch.eu/en/term8-martin-schulz-2.html,Germany,Sozialdemokratische Partei Deutschlands,Inactive,597
